Properties,Terms and conditions,Max Guests,Facilities,Entertainment,Distances To,Location Description,Kids,Price per night,More information,Address,Name,Services,Sport,Number of Bedrooms,Meals,Transport
"
- Free WiFi
- Free parking
- Access to a private beach
- Barbecue facilities
- Proximity to the airport
- Air-conditioned bedrooms","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am",1,"
- Back-up generator
- BBQ equipment
- Electricity
- Fire extinguisher
- Gazebo
- Hairdryer
- Household supplies
- Iron and ironing board
- ParkingFree parking on premise
- Reclining chairs
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- International channels
- Stereo
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 29km","Located in Trou D’Eau Douce, one of the most charming and picturesque coastal villages of Mauritius, Blue Moon Villa offers both budget-friendly and comfortable accommodation on the beach. The ideal spot to enjoy glorious sunrises, this villa oozes coziness and comfort, which is ideal for holidays with your significant other or even your family. Entirely self-catering, you benefit from free WiFi as well as a wide range of additional services. Blue Moon Villa also has the advantage of being a mere 25km from the airport. Guests here can easily also enjoy the numerous tourist spots found in the neighbourhood.","
- Baby cot
- Babysitter (extra cost)",301,"
- Pers. max.: 10
- Staff: 1
- Villa size: 200 m²
- Garden: 150 m²","Trou d'Eau Douce, East Mauritius, Mauritius",Blue Moon Villa,"
- Gardener
- Housekeeping
- Laundry
- Massage (extra cost)
- Personal guest assistant
- Welcome drinks","
- Kayak available",4,"
- Coffee maker
- Daily breakfast (extra cost)at cost of groceries
- Dinner (extra cost)at cost of groceries
- Fully equipped kitchen
- Lunch (extra cost)at cost of groceries","
- Airport transfer (extra cost)
- Bicycles available (extra cost)
- Boat rental (extra cost)
- Car available (extra cost)
- Scooter available (extra cost)"
"
- WiFi is free of charge
- Directly overlooks the beach so you can go for a swim whenever you want
- In-house chef and concierge services for some added pampering
- Close to some of the best pubs and restaurants in Mauritius
- In proximity to a sports center that offers everything from horseback riding on the beach to parasailing","
- Check-in: after 01:00 pm
- Check-out: until 11:00 am",8,"
- Back-up generator
- Bar counter
- BBQ equipment
- CCTV security
- Fire extinguisher
- Hairdryer
- Household supplies
- Iron and ironing board
- ParkingFree parking on premise
- Pool towels(contact us)
- Pool umbrella
- Safety box
- Swimming pool
- Terrace
- Wardrobe space
- Wi-Fi Internet","
- CD music player
- International channels
- Stereo
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 31km
- Beach: 10m","Overlooking the pristine bay of Trou d’Eau Douce is Villa Stylia Beach, a spacious and airy bungalow where you will be able to enjoy the very best that Mauritius has to offer. With a refreshing air-conditioned interior and a private garden, this villa is aptly situated near some of the best attractions in Mauritius. Plenty of facilities are included to take everything off your hands, ensuring that you have no planning or re-arranging to do during your holiday.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",416,"
- Pers. max.: 8
- Staff: 10
- Villa size: 200 m²
- Garden: 350 m²","Trou d'Eau Douce, East Mauritius, Mauritius",Villa Stylia Beach,"
- Gardener
- Housekeepingservice
- Laundry (extra cost)
- Massage (extra cost)
- Personal guest assistant
- Pool maintenance
- Security service",,3,"
- Coffee maker
- Daily breakfast (extra cost)(menu system)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)","
- Airport transfer (extra cost)(contact us)
- Bicycles available (extra cost)
- Boat rental (extra cost)
- Car available (extra cost)
- Driver (extra cost)
- Scooter available (extra cost)"
"
- Nestled in the charming southern area of Mauritius overlooking the Indian Ocean
- Three air-conditioned bedrooms
- Modern-spacious living and dining area
- Direct access to Pointe d’Esny beach","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: credit card authorization EUR",6,"
- Air conditioningincluded
- BBQ equipment
- Enclosed living room
- Hairdryer
- Iron and ironing board
- Jacuzzi
- ParkingFree parking on premise
- Terrace
- Toiletries
- Wardrobe space
- Washing machine","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 6km
- Beach: 20m","A glorious retreat overlooking the Indian Ocean, Blue Nest Premium Apartment comfortably accommodates larger families or groups of up to six guests in its opulent quarters. Designed in such a way so as to help you enjoy that iconic Mauritian weather to the fullest, this villa boasts plenty of lush, open spaces and direct access to one of the most scenic beaches on the island. Located on the ground floor, the villa additionally comes with an assortment of perks and services.",,460,"
- Pers. max.: 6
- Staff:","Pointe d'Esny, South Mauritius, Mauritius",Blue Nest Premium Apartment,"
- 24H Security
- Housekeepingonce every 3 days
- Massage (extra cost)
- Welcome drinks",,3,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven
- Toaster",
"
- Set on a lush property that contains a total of 9 self-catering villas, providing the perfect opportunity for larger group holidays with your loved ones
- Proximity to the fisherman village of Pereybere, which is known for its sunny beaches and souvenir stalls
- Not far from the public beach
- Private parking and security at night","
- Check-in: after 02:00 pm
- Check-out: until 10:00 am",6,"
- Back-up generator
- BBQ equipment
- ParkingFree parking on premise
- Safety box
- Swimming pool
- Terrace
- Toiletries
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 60km
- Beach: 400m","Set in the scenic North-West of Mauritius, Villa Corail Bleu is designed to enhance your holiday in Mauritius by providing you with opulent comfort and luxury. Set in a large emerald green garden, this villa neighbors other holiday homes that can be rented by your friends, should you wish to enjoy an extended vacation under the sun. Because the villa is so aptly located, you can be sure that you’ll never run out of things to do in the neighborhood.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",219,"
- Pers. max.: 6
- Staff: 1
- Villa size: 180 m²","Cap Malheureux, Grand Baie & North Mauritius, Mauritius",Corail Bleu Private Pool and Garden Villas,"
- 24H Security
- Housekeepingservice
- Massage (extra cost)
- Security service",,3,"
- Chef (extra cost)
- Coffee maker
- Daily breakfast (extra cost)(600 MUR/person)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)","
- Car available (extra cost)
- Scooter available (extra cost)"
"
- Sweeping views of the canal with boats passing through
- Located on the ground floor
- Complimentary and premium services to complement your stay in Mauritius
- Located on the sunny west coast of the island
- Resort-like amenities for groups of friends and family","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 500 EUR",6,"
- Air conditioning(contact us)
- Electricityincluded
- Enclosed living room
- Hairdryer
- Iron and ironing board
- ParkingFree parking on premise
- Safety box
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 42km
- Beach: 50m","Boasting proximity to some of the best restaurants and retail outlets in Mauritius, West Coast Marina Premium Apartments offer ample space for groups of four to six persons. Offering a luxurious interior punctuated by homely amenities, this apartment embodies a marina-style living at its best. Located in a complex, this apartment offers on-site parking and 24/24 security.","
- Baby cot
- Baby high chair",266,"
- Pers. max.: 6
- Staff:
- Villa size: 190 m²","Black River, West Mauritius, Mauritius",West Coast Marina Premium Apartment,"
- 24H Security
- Housekeepingonce every 3 days
- Massage (extra cost)
- Personal guest assistant
- Welcome drinks","
- Kayak available (extra cost)",3,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)
- Boat rental (extra cost)
- Car available (extra cost)
- Driver (extra cost)"
"
- Private and beautifully-manicured gardens where you can rest or catch some sun
- Well-suited to small families with children
- Ample space to relax and replenish during your holidays in Mauritius
- Close to various attractions and a golf course
- Proximity to some of the best swimming spots on the island
- Infinity pool
- Different kinds of services to ensure your complete rest","
- Check-in: after 03:00 pm
- Check-out: until 12:00 pm",2,"
- Additional guest (extra cost)(contact us)
- Back-up generator
- Bathrobe
- CCTV security
- Electricityincluded
- Fire extinguisher
- Gazebo
- Hairdryer
- Iron and ironing board
- Jacuzzi
- Mosquito nets (extra cost)
- Outdoor bar (extra cost)
- Pool towels
- Pool umbrella
- Printer (extra cost)
- Safety box
- Sauna
- Spa room
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- Billiard table
- Board games
- International channels
- Stereo
- Streaming service
- Table tennis table
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 30km","Nestled in a gloriously manicured garden, Shanti Maurice Villa is located in Saint Felix, in the south of the island. To locals and tourists alike, Saint Felix is known for being a truly stunning region, complete with postcard-like beaches, a crystalline lagoon and spectacular sunsets. After exploring some of the most idyllic sights on the island, retreat to your villa where you can kick back in utter luxury or enjoy the many amenities that await you.","
- Baby cot
- Baby high chair (extra cost)
- Baby monitor (extra cost)
- Babysitter (extra cost)
- Pool fence (extra cost)
- Pool toys",688,"
- Pers. max.: 2
- Staff:
- Villa size: 250 m²","Saint Felix, South Mauritius, Mauritius",Shanti Maurice Villa,"
- 24H Security
- Gardener
- Housekeepingdaily
- Laundry (extra cost)
- Massage (extra cost)
- Pool maintenance
- Welcome drinks","
- Kayak available
- Tennis court",1,"
- Coffee maker
- Daily breakfastincluded
- Dinner (extra cost)(based on menu)
- Floating breakfast (extra cost)(contact us)
- Lunch (extra cost)(based on menu)
- Restaurant (extra cost)
- Room service (extra cost)","
- Airport transfer (extra cost)(contact us)
- Bicycles available (extra cost)
- Boat rental (extra cost)
- Car available (extra cost)
- Driver (extra cost)"
"
- Easy access to the numerous activities at Shanti Maurice
- Dining pavilion for enjoying Al Fresco meals
- Swimming pool with temperature adjustments to ensure your comfort
- Assortment of in-house services
- Sprawling gardens with ample space to stretch out and relax
- Jacuzzi to promote a general sense of well-being and relaxation","
- Check-in: after 03:00 pm
- Check-out: until 12:00 pm",4,"
- Additional guest (extra cost)(contact us)
- Back-up generator
- Bathrobe
- CCTV security
- Electricityincluded
- Fire extinguisher
- Gazebo
- Hairdryer
- Iron and ironing board (extra cost)
- Jacuzzi
- Mosquito nets (extra cost)
- Outdoor bar (extra cost)
- Pool towels
- Pool umbrella
- Printer (extra cost)
- Safety box
- Sauna
- Spa room (extra cost)
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- Billiard table
- Board games
- International channels
- Stereo
- Streaming service
- Table tennis table
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 30km","Fringed on one side by delightful forests and an azure coastline on the other, Shanti Maurice Double Suite Villa offers the perfect destination for families looking for accommodation in Mauritius. Designed to comfortably accommodate up to four adults and four children, this villa offers easy access to some of the best swimming spots in Mauritius. Stretching over 675 square meters, this villa is well-designed to provide a memorable time on the island.","
- Baby cot
- Baby high chair
- Baby monitor (extra cost)
- Babysitter (extra cost)
- Pool fence (extra cost)
- Pool toys",1688,"
- Pers. max.: 4
- Staff:
- Villa size: 60 m²
- Garden: 615 m²","Saint Felix, South Mauritius, Mauritius",Shanti Maurice Double Suite Villa,"
- 24H Security
- Gardener
- Housekeepingservice
- Laundry (extra cost)
- Massage (extra cost)
- Pool maintenance
- Welcome drinks","
- Gym equipment
- Kayak available
- Tennis court",2,"
- Coffee maker (extra cost)
- Daily breakfastincluded
- Dinner (extra cost)(based on menu)
- Floating breakfast (extra cost)(contact us)
- Lunch (extra cost)(based on menu)
- Restaurant (extra cost)
- Room service (extra cost)","
- Airport transfer (extra cost)(contact us)
- Bicycles available (extra cost)
- Boat rental (extra cost)
- Car available (extra cost)
- Driver (extra cost)"
"
- Private residence in the north of Mauritius close to Grand Baie
- Offering 34 apartments and penthouse suites
- Shared amenities like swimming pool, restaurant, poolside bar, and more
- Gourmet kitchen in two-bedroom, three-bedroom suites
- Stunning views of the bay
- Reception, boat yard, and more","
- Check-in: after 02:00 pm
- Check-out: until 10:00 am",6,"
- Air conditioningincluded
- CCTV security
- Enclosed living room
- ParkingFree parking on premise
- Pool umbrella
- Shared swimming pool
- Terrace
- Wardrobe space
- Wi-Fi Internet","
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 52km","St. Antoine Private Residence is a luxurious property in north Mauritius, 10 minutes from the Grand Baie. Offering a selection of 34 luxurious apartments and penthouses, two-bedroom and three-bedroom units, St. Antoine Private Residence is great from couples, friends, or even large parties travelling together to celebrate a birthday, anniversary, etc. Exceptional views of the bay and the neighbouring islets can be enjoyed from every apartment and penthouse at the property. There are world class amenities on offer such as a reception, a boat yard, swimming pool, on-property restaurant, lounge, and outdoor experiences.","
- Baby cot (extra cost)
- Baby high chair (extra cost)
- Babysitter (extra cost)",219,"
- Pers. max.: 6
- Staff:
- Villa size: 150 m²","Grand Baie & North Mauritius, Mauritius",St Antoine Private Residences,"
- Housekeepingdaily",,3,"
- Coffee maker
- Daily breakfast (extra cost)(600 MUR/person)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)
- Microwave
- Oven
- Toaster","
- Car available (extra cost)
- Scooter available (extra cost)"
"
- Private beach access
- A dedicated team to accommodate your stay
- Private pool area tucked in your own private garden","
- Check-in: after 01:00 pm
- Check-out: until 11:00 am",8,"
- Back-up generator
- Bar counter
- BBQ equipment
- CCTV security
- Fire extinguisher
- Hairdryer
- Household supplies
- Iron and ironing board
- ParkingFree parking on premise
- Pool towels
- Pool umbrella
- Safety box
- Swimming pool
- Terrace
- Wardrobe space
- Wi-Fi Internet","
- CD music player
- International channels
- Stereo
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 31km
- Beach: 50m","The sweet-sounding waves and the pristine warm sand is a well sought-after holiday destination for a quality respite from the bustling city life. Tucked in the pristine village of Trou D'Eau Douce on the East Coast of Mauritius Island, Villa Stylia Garden can provide just what you need, with a bonus private garden to add on to the pleasant scenery that nature offers. It’s proximity from the sea is so close that you can even sleep and wake up in your own bedrooms and still hear the soft crash of the waves.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)
- Pool fence (extra cost)",274,"
- Pers. max.: 8
- Staff: 3
- Villa size: 200 m²
- Garden: 350 m²","Trou d'Eau Douce, East Mauritius, Mauritius",Villa Stylia Garden,"
- Gardener
- Housekeepingservice
- Laundry (extra cost)
- Massage (extra cost)
- Personal guest assistant
- Pool maintenance
- Security service",,3,"
- Coffee maker
- Daily breakfast (extra cost)(menu system)
- Dinner (extra cost)(based on menu)
- Fully equipped kitchen
- Lunch (extra cost)(based on menu)","
- Airport transfer (extra cost)(contact us)
- Bicycles available (extra cost)
- Boat rental (extra cost)
- Car available (extra cost)
- Driver (extra cost)
- Scooter available (extra cost)"
"
- 4 bedrooms to comfortably sleep larger groups
- Proximity to Bain Boeuf’s pristine shoreline
- Private swimming pool so you can enjoy a dip whenever the mood strikes
- Air conditioning unit for your comfort
- Free Wi-Fi throughout the property
- A wide range of services and amenities for a stress-free stay
- Modern, well-equipped kitchen outfitted with various appliances","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 300 EUR",8,"
- Air conditioning(contact us)
- BBQ equipment
- Enclosed living room
- Hairdryer
- ParkingFree parking on premise
- Pool towels(contact us)
- Swimming pool
- Terrace
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 60km
- Beach: 700m","A magnificent retreat perched near one of the most picturesque beaches in Mauritius, Villa Bougainvilliers is designed to accommodate larger groups of eight guests. In fact, owing to its spacious quarters, this property can easily be rented for events such as destination weddings, wellness retreats, or even small corporate events. Best of all, you’ll get to revel in the absolute lap of luxury while still retaining all the comforts of home.","
- Baby cot (extra cost)",422,"
- Pers. max.: 8
- Staff:
- Villa size: 180 m²","Pereybere, Grand Baie & North Mauritius, Mauritius",Villa Bougainvilliers,,,4,"
- Coffee maker
- Fully equipped kitchen
- Microwave
- Oven",
"
- An assortment of services designed to render your stay on the island even more restful
- Proximity to the beach
- Spacious enough to accommodate larger groups of friends, families or colleagues
- Barbecue facilities for Al Fresco evenings
- Large tropical garden with various types of endemic plant and tree species","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: credit card authorization EUR",6,"
- Back-up generator
- Bar counter
- BBQ equipment
- Electricityincluded
- Fire extinguisher
- Gazebo
- Hairdryer
- Household supplies
- Iron and ironing board
- ParkingFree parking on premise
- Pool towelsIncluded
- Pool umbrella
- Reclining chairs
- Safety box
- Swimming pool
- Terrace
- Wardrobe space
- Wi-Fi Internet","
- Blu-ray player
- Board games
- CD music player
- DVD movies
- International channels
- Satellite television
- Stereo
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 6km
- Beach: 100m","Boasting proximity to the scenic public beach, Villa Vakoa is located on the south eastern coast of Mauritius, which is particularly known for its pristine beauty and untouched acres of wild tropical land. With a perfectly manicured garden, this villa offers just about anything you may wish to ensure a memorable holiday in Mauritius. Best of all, it offers a great deal of privacy since the villa is located in a quaint residential area, tucked away from the hustle and bustle of the neighboring village of Mahebourg.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",192,"
- Pers. max.: 6
- Staff: 2
- Villa size: 220 m²
- Garden: 392 m²","Pointe d'Esny, South Mauritius, Mauritius",Villa Vakoa,"
- Gardener
- Housekeepingservice
- Laundry
- Massage (extra cost)
- Personal guest assistant
- Pool maintenance
- Welcome drinks",,3,"
- Coffee maker
- Daily breakfast(cost of groceries + 500 RS)
- Dinner (extra cost)(cost of groceries + 500 RS)
- Fully equipped kitchen
- Lunch (extra cost)(cost of groceries + 500 RS)","
- Bicycles available (extra cost)
- Boat rental (extra cost)
- Car available (extra cost)
- Driver (extra cost)
- Scooter available (extra cost)"
"
- Spacious master suite overlooking the tropical garden
- daily continental breakfast hamper with tea, coffee, freshly pressed juice and pastries
- a daily housekeeper who will take the cleaning off your hands
- proximity to some of the best attractions in Mauritius","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: credit card authorization EUR",4,"
- Additional guest (extra cost)(20 EUR/night, 1 pers. max.)
- Air conditioning(contact us)
- BBQ equipment (extra cost)
- Enclosed living room
- Gazebo
- ParkingFree parking on premise
- Pool towels(contact us)
- Pool umbrella
- Reclining chairs
- Safety box
- Swimming pool
- Terrace
- Wardrobe space
- Wi-Fi Internet","
- International channels
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 56km
- Beach: 1000m","With sheer luxury that rivals even the most prestigious of hotels, Villa Clos du Littoral Two is brimming with a wide variety of amenities and services that will help you enjoy the holiday of a lifetime in Mauritius. Located in the five-star Clos du Littoral complex, this villa has two bedrooms and can sleep four guests. An additional mattress can also be added at an extra fee for a fifth guest. An absolute haven of tranquility and serenity, this villa offers just about anything you might need to recharge your batteries and enjoy the pampering that you deserve.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",377,"
- Pers. max.: 4
- Staff:
- Villa size: 127 m²
- Garden: 130 m²","Grand Baie, Grand Baie & North Mauritius, Mauritius",Villa Clos du Littoral Two,"
- 24H Security
- Housekeepingon week days
- Security service",,2,"
- Daily breakfast (extra cost)(12 EUR/person)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)
- Car available (extra cost)"
"
- Jaw-dropping garden and beach views
- Three bedrooms to accommodate up to six persons
- Resort manager on site to assist you
- Located near a popular surfing spot on the West Coast
- Open-plan kitchen with ample appliances
- Expansive living area
- Shared swimming pool","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 500 EUR",6,"
- Air conditioning(contact us)
- Enclosed living room
- Hairdryer
- Iron and ironing board
- ParkingFree parking on premise
- Safety box
- Shared swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- International channels
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 44km
- Beach: 50m","Nestled on the sunny west coast, in the village of Tamarin, Esplanade Deluxe Apartment offers just about everything you need to spend a memorable holiday in Mauritius. Located on the first or ground floor of a fully secure, exclusive complex, this villa even features a shared swimming pool and other amenities. Ideal for six persons, this villa is perfect for corporate events, weddings, and getaways with friends and families.","
- Baby cot
- Baby high chair",455,"
- Pers. max.: 6
- Staff:
- Villa size: 131 m²","Black River, West Mauritius, Mauritius",Esplanade Deluxe Apartment,"
- 24H Security
- Housekeepingonce every 3 days
- Massage (extra cost)
- Security service
- Welcome drinks",,3,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)
- Car available (extra cost)
- Driver (extra cost)"
"
- Spacious accommodation facing the ocean, ideal for whenever you want to take a dip in the ocean
- Close to the public beach of Flic en Flac, known for its soft white beaches
- Proximity to various restaurants and stores
- Various services to ensure your comforts
- Three bedrooms to accommodate larger groups or families","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: credit card authorization EUR 500",6,"
- Air conditioningincluded
- BBQ equipment
- Enclosed living room
- Iron and ironing board (extra cost)
- ParkingFree parking on premise
- Safety box
- Shared swimming pool
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- International channels
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 46km
- Beach: 10m","A well-furnished retreat for up to six persons, Cap Ouest Penthouse provides ample room to enjoy your holiday in Mauritius. In fact, with a stay in this penthouse, you will be just steps from one of the best swimming and snorkeling spots on the entire island. Best of all, it is just an hour from SSR International Airport, ensuring that you can reach the secluded privacy of your villa just a short while after landing.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",715,"
- Pers. max.: 6
- Staff:
- Villa size: 311 m²","Flic-en-Flac, Black River, West Mauritius, Mauritius",Cap Ouest Penthouse,"
- 24H Security
- Housekeepingonce every 3 days
- Massage (extra cost)
- Security service",,3,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven
- Toaster","
- Bicycles available (extra cost)
- Scooter available (extra cost)"
"
- Access to private beach
- 24/7 security
- Private parking
- Wide range of services available at additional cost
- Private Pool
- Tropical garden","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: credit card authorization EUR 500",8,"
- Additional guest (extra cost)(20 EUR/night, 1 pers. max.)
- Air conditioning(contact us)
- Back-up generator
- BBQ equipment
- Enclosed living room
- Fire extinguisher
- Hairdryer
- Household supplies
- Iron and ironing board
- ParkingFree parking on premise
- Pool towels(contact us)
- Safety box
- Swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Wi-Fi Internet","
- International channels
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 58km
- Beach: 2.5km","Designed for a maximum capacity of eight people, Athena Villa 4 is equipped with just about everything you need for a stress-free holiday with your family or friends. From a charming, spacious interior to a lush tropical garden that practically radiates tranquility and peace, this villa offers charm, space and privacy. Best of all, it also comes with various amenities that will help make your vacation a memorable and gloriously relaxing one.","
- Baby cot
- Baby high chair
- Babysitter (extra cost)",384,"
- Pers. max.: 8
- Staff: 2
- Villa size: 140 m²
- Garden: 98 m²","Grand Baie, Grand Baie & North Mauritius, Mauritius",Athena Villa 4,"
- 24H Security
- Gardener
- Housekeepingon week days
- Massage (extra cost)
- Personal guest assistant
- Pool maintenance
- Security service
- Welcome drinks",,4,"
- Coffee maker
- Daily breakfast (extra cost)(12 EUR/person)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)","
- Airport transfer (extra cost)(contact us)
- Bicycles available (extra cost)
- Boat rental (extra cost)
- Car available (extra cost)
- Driver (extra cost)
- Scooter available (extra cost)"
"
- Indoor/Outdoor living concept
- Thoughtful amenities for a stress-free stay
- Excellent location in a scenic fishing village
- Spacious quarters
- Complimentary Wi-Fi
- Beachfront Setting","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: credit card authorization EUR 2000",1,"
- Air conditioningincluded
- BBQ equipment
- Bed linensIncluded
- Electricityincluded
- Hairdryer
- ParkingFree parking on premise
- Swimming pool
- Terrace
- Toiletries
- TowelsIncluded
- Washing machine
- Wi-Fi Internet","
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 30km
- Beach: 5m","Commanding an excellent location mere steps from the ocean, Villa Cambresi is a lush haven that can comfortably accommodate groups of up to 10 guests. Ideal for family vacations or fun getaways with friends, this villa is designed in such a way so as to help you enjoy the glorious Mauritian weather to the fullest. Breathtaking vistas abound, complete with a distinct sense of serenity and well-being.","
- Baby high chair
- Babysitter (extra cost)",1369,"
- Pers. max.: 10
- Staff:
- Villa size: 400 m²
- Garden: 4200 m²","Trou d'Eau Douce, East Mauritius, Mauritius",Villa Cambresi,"
- Housekeepingservice
- Laundry
- Massage (extra cost)",,5,"
- Chef
- Coffee maker
- Daily breakfast (extra cost)(25 EUR/person)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven","
- Airport transfer (extra cost)(contact us)
- Car available
- Driver"
"
- Numerous paid and complimentary services to enhance your stay
- Three well-appointed bedrooms with plenty of space to spare
- Shared pool overlooking the ocean
- Modern kitchen with all the required equipment
- Overlooking the glistening Indian Ocean
- Spacious interior with plenty of natural lighting","
- Check-in: after 02:00 pm
- Check-out: until 11:00 am
- Security deposit: 500 EUR",6,"
- Hairdryer
- Household supplies
- Iron and ironing board
- ParkingFree parking on premise
- Shared swimming pool
- Terrace
- Toiletries
- Wardrobe space
- Washing machine
- Wi-Fi Internet","
- International channels
- Satellite television
- TV","
- Sir Seewoosagur Ramgoolam International Airport: 56km
- Beach: 50m","In one of the most charming regions of Mauritius where a glistening turquoise ocean blends seamlessly with lush green surroundings is found O’Biches Beachfront Apartment. Beautifully appointed with ample space for families and groups of friends or colleagues, this villa can also be used for weddings, honeymoons, corporate events, and other similar gatherings. With a stay in this apartment, you can enjoy an assortment of amenities, including your very own pathway to a private beach that stretches in front of the villa. Located on the north coast in the village of Trou aux Biches, O’Biches Beachfront Apartment can comfortably accommodate up to six persons across a surface area of 169m².","
- Baby cot
- Baby high chair",587,"
- Pers. max.: 6
- Staff:","Trou aux Biches, Grand Baie & North Mauritius, Mauritius",O'biches Beachfront Apartment,"
- 24H Security
- Housekeepingonce every 3 days
- Massage (extra cost)",,3,"
- Coffee maker
- Daily breakfast (extra cost)(contact us)
- Dinner (extra cost)(contact us)
- Fully equipped kitchen
- Lunch (extra cost)(contact us)
- Microwave
- Oven
- Toaster","
- Airport transfer (extra cost)(contact us)"
